,1 MO,2 MO,3 MO,6 MO,1 YR,2 YR,3 YR,5 YR,7 YR,10 YR,20 YR,30 YR,log_returns,realized_volatility,realized_volatility_change,UST_amount,squared_changes,Roll_Measure_Daily,Sign_10YR,Volume_Weighted_10YR,Price_Difference_10YR,Kyle_Lambda_10YR,price,dollar_volume,abs_return_per_dollar,Amihuds_Lambda,price_10YR,delta_P,delta_P_prev,cov_delta_P,Roll_impact,Date,VIX_Close
0,-0.0,,-0.0,-0.0,0.0008999999999999983,-0.0,-0.0,-0.0009000000000000007,-0.0,-0.0,-0.0009000000000000208,-0.0,0.0,2.8284979696501373e-05,-1.8039605757802603e-06,774.1751713388833,,0.0,0.0,,,,1.0,774.1751713388833,0.0,,100.0,,,,,2013-02-08,
1,-0.0018000000000000004,,-0.001799999999999999,-0.0008999999999999995,-0.0008999999999999983,-0.0018000000000000015,-0.0009000000000000007,-0.0009000000000000007,-0.0009000000000000007,-0.0,0.0009000000000000208,0.0008999999999999808,0.0,2.8256332807713834e-05,-2.864688878753891e-08,694.6888564078796,0.0,0.0,0.0,,,,1.0,694.6888564078796,0.0,,100.0,0.0,,,,2013-02-11,
2,-0.0026999999999999997,,-0.0,-0.0,0.0008999999999999983,-0.0017999999999999967,-0.0008999999999999957,-0.0027000000000000023,-0.0026999999999999824,-0.0027000000000000023,-0.0027000000000000223,-0.0026999999999999824,-2.7000364506560378e-05,2.8579362140134637e-05,3.2302933242080365e-07,793.0740763973026,7.290000000000012e-06,0.0,-1.0,,,,0.9973,790.9327763910298,3.4136908730978512e-06,,99.9973,-0.0027000000000043656,0.0,,,2013-02-12,
3,-0.0008999999999999995,,-0.0009000000000000007,-0.0,-0.0008999999999999983,-0.0,-0.0027000000000000023,-0.003600000000000003,-0.004500000000000004,-0.0026999999999999824,-0.004499999999999985,-0.003600000000000003,-2.7000364506560378e-05,2.8208505582416446e-05,-3.708565577181916e-07,902.6489056545931,3.979753674143937e-34,0.0,-1.0,,,,0.9973,900.2117536093257,2.9992943206690565e-06,,99.9946000729,-0.0026999270999965574,-0.0027000000000043656,,,2013-02-13,
4,-0.0009000000000000007,,-0.0008999999999999995,-0.0009000000000000007,-0.0009000000000000007,0.0017999999999999967,0.0018000000000000015,0.005400000000000005,0.005399999999999985,0.004499999999999985,0.006299999999999985,0.005400000000000005,4.499898753044673e-05,2.9863637864469254e-05,1.6551322820528079e-06,682.6855056664403,5.1839999999999524e-05,0.0,1.0,,,,1.0045,685.7575904419393,6.562085586394955e-06,,99.99909982990329,0.004499757003287641,-0.0026999270999965574,,,2013-02-14,
5,0.0009000000000000007,,0.0008999999999999995,-0.0,-0.0009000000000000007,-0.0017999999999999967,-0.0,-0.0009000000000000007,-0.0008999999999999808,-0.0008999999999999808,-0.0008999999999999808,-0.0009000000000000208,-9.000040500279759e-06,2.9508927972029882e-05,-3.547098924393713e-07,682.6875608359636,2.915999999999963e-05,0.0,-1.0,,,,0.9991,682.0731420312112,1.3195065815372589e-06,,99.99819983800481,-0.0008999918984784472,0.004499757003287641,,,2013-02-15,
6,-0.0,,-0.001799999999999999,-0.0,-0.0,-0.0,-0.0018000000000000015,-0.0018000000000000015,-0.0027000000000000023,-0.0018000000000000015,-0.0027000000000000223,-0.0026999999999999824,-1.8000162001906516e-05,2.9288496764221553e-05,-2.2043120780832932e-07,909.681862995607,8.100000000000372e-07,0.0,-1.0,,,,0.9982,908.0444356422149,1.982281845851465e-06,,99.99639987040773,-0.001799967597079899,-0.0008999918984784472,,,2013-02-19,
7,-0.0026999999999999997,,-0.0,-0.0,-0.0,0.0017999999999999967,0.0018000000000000015,0.0009000000000000007,0.0027000000000000023,0.0008999999999999808,0.0009000000000000208,0.0008999999999999808,8.999959500168733e-06,2.9408099477422265e-05,1.1960271320071174e-07,808.0638502881663,7.289999999999905e-06,0.0,1.0,,,,1.0009,808.7911077534256,1.112771878142807e-06,,99.99729983800655,0.0008999675988263789,-0.001799967597079899,,,2013-02-20,
8,-0.0,,-0.0009000000000000007,-0.0,0.0009000000000000007,0.0009000000000000007,0.0017999999999999967,0.0018000000000000015,0.0017999999999999815,0.0027000000000000023,0.0026999999999999824,0.0027000000000000223,2.6999635506560113e-05,2.9408099477422265e-05,0.0,653.2281282013536,3.240000000000078e-06,0.0,1.0,,,,1.0027,654.9918441474972,4.12218873276839e-06,,99.99999976510217,0.002699927095619614,0.0008999675988263789,,,2013-02-21,
9,0.0008999999999999995,,-0.0,-0.0009000000000000007,-0.0,-0.0009000000000000007,-0.0,0.0018000000000000015,0.0018000000000000015,0.0018000000000000015,0.0018000000000000015,0.0018000000000000015,1.7999838002017484e-05,2.9408099477422265e-05,0.0,779.9141391298574,8.100000000000016e-07,0.0,1.0,,,,1.0018,781.3179845802912,2.3037995227601558e-06,,100.00179976509796,0.0017999999957822865,0.002699927095619614,,,2013-02-22,
10,0.0018000000000000004,,0.0009000000000000007,-0.0,-0.0,0.0018000000000000015,0.0027000000000000023,0.005399999999999995,0.008100000000000008,0.008100000000000008,0.007200000000000006,0.006299999999999985,8.099671967713398e-05,3.280998198397264e-05,3.4018825065503777e-06,653.9863022997087,3.969000000000009e-05,0.0,1.0,,,,1.0081,659.2835913483362,1.2286063397140316e-05,,100.00989991087891,0.008100145780957746,0.0017999999957822865,,,2013-02-25,
11,-0.0018000000000000004,,-0.0018000000000000015,-0.0,-0.0009000000000000007,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,3.26035947478062e-05,-2.0638723616644294e-07,653.6968795825704,6.561000000000014e-05,0.0,0.0,,,,1.0,653.6968795825704,0.0,,100.00989991087891,0.0,0.008100145780957746,,,2013-02-26,
12,-0.0,,0.002700000000000001,0.0009000000000000007,-0.0,-0.0018000000000000015,0.0009000000000000007,-0.0,-0.0027000000000000023,-0.0027000000000000023,-0.0027000000000000223,-0.0026999999999999824,-2.7000364506560378e-05,3.296594699807216e-05,3.6235225026595767e-07,742.2854463498815,7.290000000000012e-06,0.0,-1.0,,,,0.9973,740.2812756447368,3.6472623161358204e-06,,100.00719964358133,-0.0027002672975839914,0.0,,,2013-02-27,
13,0.0036,,-0.0,-0.0,-0.0,0.0018000000000000015,-0.0,0.0009000000000000007,0.0018000000000000015,0.0018000000000000015,0.0009000000000000208,0.0008999999999999808,1.7999838002017484e-05,3.320262322151077e-05,2.3667622343861614e-07,472.4931655742545,2.0250000000000035e-05,0.0,1.0,,,,1.0018,473.3436532722881,3.8027339915859446e-06,,100.00899977317492,0.0018001295935903272,-0.0027002672975839914,,,2013-02-28,
14,-0.0,,-0.0,0.0009000000000000007,0.0009000000000000007,-0.0,0.0009000000000000007,0.0018000000000000015,0.0027000000000000023,0.0026999999999999824,0.0026999999999999824,0.003600000000000003,2.6999635506560113e-05,3.3465880002666995e-05,2.6325678115622116e-07,496.07228690393833,8.099999999999656e-07,0.0,1.0,,,,1.0027,497.4116820785789,5.428099293360481e-06,,100.01170001616879,0.0027002429938676187,0.0018001295935903272,,,2013-03-01,
15,-0.0,,-0.0,-0.0,-0.0,0.0009000000000000007,-0.0,-0.0009000000000000007,-0.0018000000000000015,-0.0017999999999999815,-0.0018000000000000015,-0.0018000000000000015,-1.8000162001906516e-05,2.7981727083500644e-05,-5.4841529191663504e-06,641.6098210131865,2.0249999999999676e-05,0.0,-1.0,,,,0.9982,640.4549233353628,2.810502245225842e-06,,100.00989980556851,-0.0018002106002796836,0.0027002429938676187,,,2013-03-04,
16,-0.001799999999999999,,0.0026999999999999997,-0.0,0.0009000000000000007,-0.0009000000000000007,-0.0009000000000000007,-0.0009000000000000007,-0.0018000000000000015,-0.0018000000000000015,-0.0018000000000000015,-0.0018000000000000015,-1.8000162001906516e-05,2.7981727083500644e-05,0.0,585.2109786022104,3.979753674143937e-34,0.0,-1.0,,,,0.9982,584.1575988407265,3.08136024177746e-06,,100.00809962737203,-0.0018001781964755992,-0.0018002106002796836,,,2013-03-05,
17,-0.0,,-0.0018000000000000004,-0.0,-0.0,-0.0,-0.0018000000000000015,-0.003600000000000003,-0.003600000000000003,-0.004500000000000004,-0.004499999999999985,-0.004499999999999985,-4.500101253033776e-05,2.9014472414614904e-05,1.0327453311142602e-06,751.3340575081529,7.290000000000015e-06,0.0,-1.0,,,,0.9955,747.9530542493662,6.016420381511955e-06,,100.0035992628888,-0.0045003644832348755,-0.0018001781964755992,,,2013-03-06,
18,-0.0009000000000000007,,-0.0,0.0008999999999999995,-0.0,-0.0,-0.0018000000000000015,-0.0035999999999999934,-0.004500000000000004,-0.004500000000000004,-0.004499999999999985,-0.004500000000000023,-4.500101253033776e-05,3.0555555415487245e-05,1.5410830008723403e-06,598.3306769417978,0.0,0.0,-1.0,,,,0.9955,595.6381888955598,7.554921903754969e-06,,99.99909910092197,-0.004500161966831229,-0.0045003644832348755,,,2013-03-07,
19,0.0009000000000000007,,-0.0,-0.0,-0.0,-0.0018000000000000015,-0.0017999999999999967,-0.004500000000000004,-0.006299999999999985,-0.005400000000000005,-0.006300000000000025,-0.004499999999999985,-5.400145805248862e-05,3.241644694337754e-05,1.8608915278902957e-06,535.2051820738546,8.100000000000011e-07,0.0,-1.0,,,,0.9946,532.3150740906558,1.0144367993381977e-05,,99.99369914957053,-0.005399951351435561,-0.004500161966831229,,,2013-03-08,
20,-0.0,,-0.0,-0.0008999999999999995,-0.0,-0.0,-0.0009000000000000007,-0.0,-0.0,-0.0008999999999999808,-0.0,-0.0008999999999999808,-9.000040500279759e-06,3.2274544300754814e-05,-1.4190264262272626e-07,895.4659671454341,2.0250000000000214e-05,0.0,-1.0,,,,0.9991,894.6600477750031,1.005968694185303e-06,,99.99279920627816,-0.0008999432923673112,-0.005399951351435561,,,2013-03-11,
21,-0.0009000000000000007,,-0.0,-0.0,-0.0,-0.0,0.0018000000000000015,0.0018000000000000015,0.0027000000000000023,0.003600000000000003,0.003600000000000003,0.003599999999999963,3.599935201547656e-05,3.2274544300754814e-05,0.0,683.734144020389,2.0249999999999855e-05,0.0,1.0,,,,1.0036,686.1955869388623,5.246317622151584e-06,,99.99639894704958,0.0035997407714205565,-0.0008999432923673112,,,2013-03-12,
22,0.0009000000000000007,,0.0009000000000000007,-0.0,-0.0,-0.0,-0.0009000000000000007,-0.0009000000000000007,-0.0009000000000000007,-0.0009000000000000208,-0.0,-0.0,-9.000040500279759e-06,3.1499768609515366e-05,-7.747756912394475e-07,720.4498689641548,2.0250000000000214e-05,0.0,-1.0,,,,0.9991,719.801464082087,1.250344775482957e-06,,99.99549897945906,-0.0008999675905272397,0.0035997407714205565,,,2013-03-13,
23,0.0008999999999999995,,-0.0009000000000000007,-0.0,-0.0,-0.0,-0.0,0.0009000000000000007,0.0009000000000000007,-0.0,-0.0018000000000000015,-0.0026999999999999824,0.0,3.059535937599428e-05,-9.044092335210838e-07,533.6473871003959,8.100000000000375e-07,0.0,0.0,,,,1.0,533.6473871003959,0.0,,99.99549897945906,0.0,-0.0008999675905272397,,,2013-03-14,
24,0.0008999999999999995,,0.0009000000000000007,0.0008999999999999995,0.0008999999999999983,0.0018000000000000015,0.0017999999999999967,0.003600000000000003,0.004499999999999985,0.0027000000000000223,0.0018000000000000015,0.0026999999999999824,2.6999635506560113e-05,3.1059553791037023e-05,4.6419441504274076e-07,643.8511363476571,7.29000000000012e-06,0.0,1.0,-2883.955746050374,0.0027000000000000223,-9.362140884782014e-07,1.0027,645.5895344157957,4.182223930323306e-06,3.610888245089594e-06,99.99819885793151,0.0026998784724554525,0.0,,,2013-03-15,
25,-0.0,,0.001799999999999999,-0.0,-0.0008999999999999983,-0.0009000000000000007,0.0018000000000000015,0.0026999999999999923,0.003600000000000003,0.004499999999999985,0.005400000000000005,0.003600000000000003,4.499898753044673e-05,3.2378911555139396e-05,1.3193577641023725e-06,725.8819584017917,3.2399999999998656e-06,0.00016726499999999972,1.0,-2158.0737876485823,0.004499999999999985,-2.085192835275176e-06,1.0045,729.1484272145998,6.171582948056699e-06,3.857751563011862e-06,100.00269877688012,0.004499918948610571,0.0026998784724554525,,,2013-03-18,13.359999656677246
26,-0.0008999999999999995,,-0.0,-0.0,-0.0,0.0018000000000000015,0.0009000000000000007,0.0018000000000000015,0.0027000000000000023,0.003600000000000003,0.003600000000000003,0.004500000000000023,3.599935201547656e-05,3.312089396516572e-05,7.419824100263268e-07,567.9158648808029,8.099999999999676e-07,0.0001676699999999997,1.0,-1590.1579227677794,0.006300000000000005,-3.961870648063949e-06,1.0036,569.9603619943739,6.31622870650703e-06,4.1104007112721434e-06,100.00629887403609,0.003600097155967319,0.004499918948610571,3.7518768320518836e-06,6.820919534751506e-08,2013-03-19,14.390000343322754
27,-0.0,,-0.0,-0.0,-0.0,-0.0018000000000000015,-0.0009000000000000007,-0.0018000000000000015,-0.003600000000000003,-0.003600000000000003,-0.004499999999999985,-0.005400000000000005,-3.600064801558842e-05,3.350185658570724e-05,3.8096262054151893e-07,759.0264264824222,5.1840000000000086e-05,0.00018994499999999974,-1.0,-1556.1102728528988,-0.0009000000000000206,5.783651812477294e-07,0.9964,756.2939313470854,4.760054062033532e-06,4.16425523882957e-06,100.00269864727662,-0.0036002267594739124,0.003600097155967319,3.1834846712488893e-06,4.7012436582159714e-08,2013-03-20,12.670000076293945
28,-0.0,,-0.0,-0.0,0.0008999999999999983,-0.0009000000000000007,-0.0,-0.0,0.0018000000000000015,0.0009000000000000007,0.0026999999999999824,0.003600000000000003,8.999959500168733e-06,3.296566501990029e-05,-5.361915658069486e-07,636.8090401118366,2.0250000000000035e-05,0.00020006999999999976,1.0,-16.652327086469086,-0.0035999999999999843,0.00021618600098992642,1.0009,637.3821682479371,1.4120256964106143e-06,4.100764493859233e-06,100.00359867156443,0.0009000242878158815,-0.0036002267594739124,2.720439290595935e-06,5.1799392503479916e-08,2013-03-21,13.989999771118164
29,0.0008999999999999995,,-0.0,-0.0,-0.0,0.0009000000000000007,-0.0009000000000000007,0.0009000000000000007,0.0009000000000000007,0.0018000000000000015,0.0018000000000000015,0.0018000000000000015,1.7999838002017484e-05,3.1980419901985465e-05,-9.852451179148282e-07,675.4826276098197,8.100000000000014e-07,0.000174555,1.0,-23.855205143089734,0.0026999999999999824,-0.00011318284558043744,1.0018,676.6984963395174,2.65997339987718e-06,3.944680006398522e-06,100.00539873634054,0.0018000647761056143,0.0009000242878158815,3.2806507514081343e-06,5.3625624810224786e-08,2013-03-22,13.569999694824219
