Date,1 MO,2 MO,3 MO,6 MO,1 YR,2 YR,3 YR,5 YR,7 YR,10 YR,20 YR,30 YR,log_returns,realized_volatility,realized_volatility_change
2013-03-08,0.0009000000000000007,,-0.0,-0.0,-0.0,-0.0018000000000000015,-0.0017999999999999967,-0.004500000000000004,-0.006299999999999985,-0.005400000000000005,-0.006300000000000025,-0.004499999999999985,-5.400145805248862e-05,3.241644694337754e-05,1.8608915278902957e-06
2013-03-11,-0.0,,-0.0,-0.0008999999999999995,-0.0,-0.0,-0.0009000000000000007,-0.0,-0.0,-0.0008999999999999808,-0.0,-0.0008999999999999808,-9.000040500279759e-06,3.2274544300754814e-05,-1.4190264262272626e-07
2013-03-12,-0.0009000000000000007,,-0.0,-0.0,-0.0,-0.0,0.0018000000000000015,0.0018000000000000015,0.0027000000000000023,0.003600000000000003,0.003600000000000003,0.003599999999999963,3.599935201547656e-05,3.2274544300754814e-05,0.0
2013-03-13,0.0009000000000000007,,0.0009000000000000007,-0.0,-0.0,-0.0,-0.0009000000000000007,-0.0009000000000000007,-0.0009000000000000007,-0.0009000000000000208,-0.0,-0.0,-9.000040500279759e-06,3.1499768609515366e-05,-7.747756912394475e-07
2013-03-14,0.0008999999999999995,,-0.0009000000000000007,-0.0,-0.0,-0.0,-0.0,0.0009000000000000007,0.0009000000000000007,-0.0,-0.0018000000000000015,-0.0026999999999999824,0.0,3.059535937599428e-05,-9.044092335210838e-07
2013-03-15,0.0008999999999999995,,0.0009000000000000007,0.0008999999999999995,0.0008999999999999983,0.0018000000000000015,0.0017999999999999967,0.003600000000000003,0.004499999999999985,0.0027000000000000223,0.0018000000000000015,0.0026999999999999824,2.6999635506560113e-05,3.1059553791037023e-05,4.6419441504274076e-07
2013-03-18,-0.0,,0.001799999999999999,-0.0,-0.0008999999999999983,-0.0009000000000000007,0.0018000000000000015,0.0026999999999999923,0.003600000000000003,0.004499999999999985,0.005400000000000005,0.003600000000000003,4.499898753044673e-05,3.2378911555139396e-05,1.3193577641023725e-06
2013-03-19,-0.0008999999999999995,,-0.0,-0.0,-0.0,0.0018000000000000015,0.0009000000000000007,0.0018000000000000015,0.0027000000000000023,0.003600000000000003,0.003600000000000003,0.004500000000000023,3.599935201547656e-05,3.312089396516572e-05,7.419824100263268e-07
2013-03-20,-0.0,,-0.0,-0.0,-0.0,-0.0018000000000000015,-0.0009000000000000007,-0.0018000000000000015,-0.003600000000000003,-0.003600000000000003,-0.004499999999999985,-0.005400000000000005,-3.600064801558842e-05,3.350185658570724e-05,3.8096262054151893e-07
2013-03-21,-0.0,,-0.0,-0.0,0.0008999999999999983,-0.0009000000000000007,-0.0,-0.0,0.0018000000000000015,0.0009000000000000007,0.0026999999999999824,0.003600000000000003,8.999959500168733e-06,3.296566501990029e-05,-5.361915658069486e-07
2013-03-22,0.0008999999999999995,,-0.0,-0.0,-0.0,0.0009000000000000007,-0.0009000000000000007,0.0009000000000000007,0.0009000000000000007,0.0018000000000000015,0.0018000000000000015,0.0018000000000000015,1.7999838002017484e-05,3.1980419901985465e-05,-9.852451179148282e-07
2013-03-25,0.0009000000000000007,,-0.0008999999999999995,-0.0,-0.0,0.0018000000000000015,0.0009000000000000007,-0.0,0.0009000000000000007,-0.0,-0.0008999999999999808,-0.0009000000000000208,0.0,3.189588668754869e-05,-8.453321443677782e-08
2013-03-26,-0.0018000000000000004,,0.0008999999999999995,-0.0,-0.0,-0.0009000000000000007,-0.0,0.0009000000000000007,0.0009000000000000007,0.0009000000000000007,0.0008999999999999808,0.0009000000000000208,8.999959500168733e-06,3.16153187898587e-05,-2.805678976899848e-07
2013-03-27,0.0018000000000000004,,-0.001799999999999999,-0.0008999999999999995,-0.0,-0.0,0.0018000000000000015,0.0027000000000000023,0.004500000000000004,0.004499999999999985,0.003600000000000003,0.003600000000000003,4.499898753044673e-05,3.26571051385664e-05,1.0417863487076985e-06
2013-03-28,0.0018,,0.001799999999999999,0.0008999999999999995,-0.0,-0.0,-0.0,-0.0009000000000000007,-0.0018000000000000015,-0.0,-0.0,-0.0009000000000000208,0.0,3.235809049253678e-05,-2.990146460296199e-07
2013-04-01,-0.0018,,-0.0008999999999999995,-0.0,-0.0,0.001799999999999999,-0.0,0.0009000000000000007,0.0009000000000000007,0.0009000000000000007,0.0008999999999999808,0.0018000000000000015,8.999959500168733e-06,3.2249431141021805e-05,-1.0865935151497565e-07
2013-04-02,-0.0,,0.0008999999999999995,-0.0,-0.0,-0.001799999999999999,-0.0,-0.0018000000000000015,-0.0027000000000000023,-0.0017999999999999815,-0.0018000000000000015,-0.0018000000000000015,-1.8000162001906516e-05,2.822240263644297e-05,-4.027028504578835e-06
2013-04-03,-0.0,,0.0009000000000000007,0.0008999999999999995,0.0009000000000000007,0.0009000000000000007,0.0017999999999999967,0.004500000000000004,0.005400000000000005,0.004499999999999985,0.005400000000000005,0.004500000000000023,4.499898753044673e-05,2.9622656859179095e-05,1.4002542227361243e-06
2013-04-04,-0.0009000000000000007,,-0.0009000000000000007,-0.0,-0.0,0.001799999999999999,0.0009000000000000007,0.003600000000000003,0.004500000000000004,0.004500000000000004,0.005400000000000005,0.005399999999999965,4.499898753044673e-05,3.0200330662687958e-05,5.77673803508863e-07
2013-04-05,0.0018000000000000004,,-0.0,-0.0,-0.0,-0.001799999999999999,-0.0,0.0008999999999999908,0.0026999999999999824,0.005400000000000005,0.009000000000000008,0.01080000000000001,5.399854205248437e-05,3.168368131317878e-05,1.4833506504908238e-06
2013-04-08,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0009000000000000007,-0.0026999999999999923,-0.0026999999999999824,-0.003600000000000003,-0.003600000000000003,-0.003600000000000003,-3.600064801558842e-05,3.2449898039003906e-05,7.662167258251244e-07
2013-04-09,-0.0008999999999999995,,0.0009000000000000007,-0.0,-0.0,-0.0,-0.0,0.0009000000000000007,-0.0009000000000000007,-0.0018000000000000015,-0.0026999999999999824,-0.0026999999999999824,-1.8000162001906516e-05,3.2449898039003906e-05,0.0
2013-04-10,-0.0009000000000000007,,-0.0009000000000000007,-0.0,0.0009000000000000007,-0.0,-0.0017999999999999967,-0.003600000000000003,-0.004500000000000004,-0.005400000000000005,-0.005400000000000005,-0.006299999999999985,-5.400145805248862e-05,3.420001313656522e-05,1.7501150975613122e-06
2013-04-11,0.0009000000000000007,,-0.0,-0.0,-0.0,-0.0,0.0009000000000000007,-0.0,0.0009000000000000007,0.0018000000000000015,0.0008999999999999808,-0.0,1.7999838002017484e-05,3.287566708953981e-05,-1.3243460470254085e-06
2013-04-12,0.0008999999999999995,,0.0009000000000000007,0.0009000000000000007,0.0008999999999999995,0.001799999999999999,0.0017999999999999967,0.003600000000000003,0.005400000000000005,0.006300000000000006,0.007200000000000006,0.008099999999999987,6.299801558326929e-05,3.3169877419745774e-05,2.942103302059642e-07
2013-04-15,0.0009000000000000002,,-0.0,-0.0,-0.0008999999999999995,-0.0,0.0009000000000000007,0.0009000000000000007,0.0017999999999999815,0.0027000000000000023,0.003600000000000003,0.003600000000000003,2.6999635506560113e-05,3.061741513212904e-05,-2.5524622876167347e-06
2013-04-16,-0.0018,,-0.0,-0.0,-0.0009000000000000007,-0.001799999999999999,-0.0009000000000000007,-0.0018000000000000015,-0.0026999999999999824,-0.0027000000000000023,-0.0026999999999999824,-0.0027000000000000223,-2.7000364506560378e-05,3.134081082020554e-05,7.233956880765016e-07
2013-04-17,0.0008999999999999995,,-0.0,-0.0,-0.0,-0.0,-0.0017999999999999967,-0.0,0.0018000000000000015,0.0018000000000000015,0.0018000000000000015,0.0018000000000000015,1.7999838002017484e-05,3.09594392664712e-05,-3.813715537343419e-07
2013-04-18,0.0018000000000000004,,0.0008999999999999995,-0.0,0.0009000000000000007,-0.0,-0.0,-0.0,-0.0,0.0009000000000000007,0.0017999999999999616,0.0018000000000000015,8.999959500168733e-06,3.0687906356281496e-05,-2.7153291018970236e-07
2013-04-19,-0.0009000000000000002,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0009000000000000007,-0.0009000000000000007,-0.0009000000000000007,-0.0008999999999999808,-0.0008999999999999808,-9.000040500279759e-06,3.0880856137365316e-05,1.9294978108381935e-07
2013-04-22,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0018000000000000015,0.0009000000000000007,0.0009000000000000007,-0.0,-0.0,8.999959500168733e-06,3.0705488167881164e-05,-1.7536796948415154e-07
2013-04-23,-0.0,,-0.0,-0.0,-0.0,0.0008999999999999983,-0.0,-0.0009000000000000007,-0.0009000000000000007,-0.0018000000000000015,-0.0018000000000000015,-0.0018000000000000015,-1.8000162001906516e-05,3.0333938419720446e-05,-3.7154974816071794e-07
2013-04-24,-0.0009000000000000002,,-0.0008999999999999995,-0.0,-0.0009000000000000007,-0.0,0.0008999999999999957,0.0009000000000000007,0.0009000000000000007,0.0009000000000000007,0.0018000000000000015,0.0008999999999999808,8.999959500168733e-06,2.9767907602720438e-05,-5.660308170000081e-07
2013-04-25,0.0009000000000000002,,0.0008999999999999995,0.0008999999999999995,0.0009000000000000007,-0.0,-0.0008999999999999957,-0.0009000000000000007,-0.0018000000000000015,-0.0009000000000000007,-0.0018000000000000015,-0.0018000000000000015,-9.000040500279759e-06,2.861637674600179e-05,-1.1515308567186499e-06
2013-04-26,-0.0,,-0.0,-0.0008999999999999995,-0.0,0.0009000000000000007,0.0026999999999999975,0.0026999999999999923,0.004499999999999985,0.003600000000000003,0.004499999999999985,0.003600000000000003,3.599935201547656e-05,2.9163101945350004e-05,5.467251993482159e-07
2013-04-29,0.0009000000000000002,,-0.0,0.0008999999999999995,-0.0,0.001799999999999999,-0.0,-0.0,-0.0,-0.0,-0.0018000000000000015,-0.0008999999999999808,0.0,2.9153832907504123e-05,-9.269037845881277e-09
2013-04-30,-0.0,,-0.0,-0.0008999999999999995,0.0008999999999999995,-0.001799999999999999,-0.0,-0.0,-0.0009000000000000007,-0.0,-0.0,-0.0,0.0,2.9153832907504123e-05,0.0
2013-05-01,-0.0,,-0.0008999999999999995,0.0008999999999999995,-0.0,0.001799999999999999,0.0018000000000000015,0.0027000000000000023,0.003600000000000003,0.003600000000000003,0.004500000000000023,0.004499999999999985,3.599935201547656e-05,2.9677020209614683e-05,5.231873021105601e-07
2013-05-02,0.0009,,0.0008999999999999995,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0009000000000000208,0.0,2.8776325996382653e-05,-9.0069421323203e-07
2013-05-03,-0.0,,-0.0,-0.0,-0.0,-0.001799999999999999,-0.003600000000000003,-0.007199999999999996,-0.008999999999999989,-0.01080000000000001,-0.012600000000000012,-0.012600000000000012,-0.000108005832419935,3.691513471536243e-05,8.138808718979776e-06
2013-05-06,0.0009000000000000001,,0.0009000000000000002,-0.0,-0.0,-0.0,-0.0,-0.0009000000000000007,-0.0018000000000000015,-0.0018000000000000015,-0.0018000000000000015,-0.0018000000000000015,-1.8000162001906516e-05,3.713389264212963e-05,2.1875792676720219e-07
2013-05-07,-0.0,,-0.0,-0.0,0.0008999999999999995,-0.0,-0.0008999999999999957,-0.0009000000000000007,-0.0018000000000000015,-0.0018000000000000015,-0.0018000000000000015,-0.0018000000000000015,-1.8000162001906516e-05,3.713389264212963e-05,0.0
2013-05-08,-0.0,,-0.0,-0.0,-0.0008999999999999995,-0.0,-0.0,-0.0,0.0009000000000000007,0.0009000000000000007,0.0009000000000000208,0.0008999999999999808,8.999959500168733e-06,3.608666925892263e-05,-1.0472233832070044e-06
2013-05-09,-0.0009000000000000001,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0008999999999999808,-0.0017999999999999616,0.0,3.488838260940374e-05,-1.1982866495188841e-06
2013-05-10,-0.0,,-0.0,-0.0,-0.0,-0.0036000000000000008,-0.0027000000000000023,-0.006299999999999996,-0.007200000000000006,-0.008099999999999987,-0.009000000000000008,-0.008100000000000027,-8.10032806771555e-05,3.642211392897347e-05,1.5337313195697288e-06
2013-05-13,-0.0,,-0.0009000000000000002,-0.0,-0.0018000000000000004,0.0018000000000000015,-0.0018000000000000015,-0.0009000000000000007,-0.0018000000000000015,-0.0018000000000000015,-0.0026999999999999824,-0.0026999999999999824,-1.8000162001906516e-05,3.598958046325204e-05,-4.3253346572143177e-07
2013-05-14,0.0009000000000000001,,-0.0,-0.0008999999999999995,0.0009000000000000007,-0.0018000000000000015,-0.0008999999999999957,-0.0018000000000000015,-0.0027000000000000023,-0.003600000000000003,-0.003600000000000003,-0.003600000000000003,-3.600064801558842e-05,3.642211392897347e-05,4.3253346572143177e-07
2013-05-15,-0.0,,0.0009000000000000002,-0.0,-0.0,-0.0,0.0008999999999999957,0.0009000000000000007,0.0009000000000000007,0.0018000000000000015,0.0009000000000000208,0.0008999999999999808,1.7999838002017484e-05,3.5338476397152676e-05,-1.0836375318207952e-06
2013-05-16,0.0009000000000000001,,0.0009000000000000002,0.0008999999999999995,-0.0,0.0026999999999999997,0.0027000000000000023,0.0044999999999999945,0.006300000000000006,0.006299999999999985,0.006299999999999985,0.006300000000000025,6.299801558326929e-05,3.756061418173115e-05,2.222137784578472e-06
2013-05-17,-0.0009000000000000001,,-0.0009000000000000002,-0.0,-0.0,-0.0026999999999999997,-0.0027000000000000023,-0.0044999999999999945,-0.006300000000000006,-0.007199999999999987,-0.007200000000000006,-0.007200000000000006,-7.20025921243837e-05,3.7560853393338966e-05,2.3921160781777097e-10
2013-05-20,-0.0,,-0.0009000000000000002,-0.0008999999999999995,-0.0,-0.0,-0.0,-0.0009000000000000007,-0.0009000000000000007,-0.0018000000000000015,-0.0018000000000000015,-0.0009000000000000208,-1.8000162001906516e-05,3.692649842567068e-05,-6.343549676682836e-07
2013-05-21,-0.0026999999999999997,,0.0009000000000000002,-0.0,-0.0,-0.0,0.0009000000000000007,0.0009000000000000007,0.0018000000000000015,0.0027000000000000023,0.003600000000000003,0.003600000000000003,2.6999635506560113e-05,3.7405985794559656e-05,4.794873688889731e-07
2013-05-22,-0.0,,-0.0,0.0008999999999999995,0.0008999999999999995,-0.0,-0.0017999999999999967,-0.006300000000000006,-0.008099999999999987,-0.008099999999999987,-0.007200000000000006,-0.006299999999999985,-8.10032806771555e-05,3.9828778797242725e-05,2.422793002683069e-06
2013-05-23,0.0009000000000000002,,-0.0009000000000000002,-0.0,-0.0008999999999999995,-0.0,-0.0009000000000000007,-0.0,-0.0,0.0008999999999999808,0.0009000000000000208,0.0008999999999999808,8.999959500168733e-06,3.9828778797242725e-05,0.0
2013-05-24,-0.0,,0.0009000000000000002,0.0008999999999999995,-0.0,-0.0,0.0009000000000000007,0.0009000000000000007,0.0009000000000000007,0.0009000000000000208,0.0018000000000000015,0.0018000000000000015,8.999959500168733e-06,4.002490211553346e-05,1.9612331829073538e-07
2013-05-28,0.0009,,-0.0009000000000000002,-0.001799999999999999,-0.0009000000000000007,-0.0026999999999999975,-0.0072000000000000015,-0.010799999999999999,-0.012600000000000012,-0.012600000000000012,-0.013500000000000031,-0.01169999999999999,-0.0001260079386668145,4.600442116657084e-05,5.9795190510373786e-06
2013-05-29,-0.0018000000000000002,,-0.0,0.0008999999999999995,-0.0009000000000000007,-0.0009000000000000007,-0.0,-0.0,0.0018000000000000015,0.0018000000000000015,0.003600000000000003,0.003600000000000003,1.7999838002017484e-05,4.648321942284197e-05,4.787982562711336e-07
2013-05-30,0.0018000000000000002,,0.0009000000000000002,0.0008999999999999995,0.0009000000000000007,-0.0009000000000000007,-0.0,0.0009000000000000007,-0.0,-0.0,-0.0008999999999999808,-0.0008999999999999808,0.0,4.6331942708369165e-05,-1.5127671447280676e-07
2013-05-31,-0.0009,,-0.0,-0.0,-0.0009000000000000007,0.0009000000000000007,-0.0027000000000000023,-0.003600000000000003,-0.003600000000000003,-0.0027000000000000223,-0.0027000000000000223,-0.0018000000000000015,-2.7000364506560378e-05,4.638434644936905e-05,5.240374099988696e-08
2013-06-03,-0.0,,-0.0009000000000000002,-0.0008999999999999995,-0.0,-0.0,0.0018000000000000015,0.0018000000000000015,0.0018000000000000015,0.0027000000000000223,0.0027000000000000223,0.0026999999999999824,2.6999635506560113e-05,4.600443701245382e-05,-3.7990943691523126e-07
2013-06-04,-0.0018000000000000004,,0.0009000000000000002,-0.0,-0.0,-0.0018000000000000015,0.0018000000000000015,-0.0018000000000000015,-0.0018000000000000015,-0.0009000000000000208,-0.0027000000000000223,-0.0026999999999999824,-9.000040500279759e-06,4.5913367878914525e-05,-9.106913353929615e-08
2013-06-05,0.0009000000000000002,,-0.0009000000000000002,-0.0,-0.0,0.0018000000000000015,-0.0,0.0027000000000000023,0.0027000000000000023,0.003600000000000003,0.004500000000000023,0.004499999999999985,3.599935201547656e-05,4.6982954784713306e-05,1.069586905798781e-06
2013-06-06,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,0.0009000000000000007,0.0027000000000000023,0.0018000000000000015,0.0008999999999999808,0.0018000000000000015,1.7999838002017484e-05,4.6311538614092174e-05,-6.714161706211318e-07
2013-06-07,-0.0,,0.0009000000000000002,0.0008999999999999995,-0.0,-0.0018000000000000015,-0.003600000000000003,-0.008100000000000008,-0.009000000000000008,-0.008099999999999987,-0.008099999999999987,-0.009000000000000008,-8.10032806771555e-05,4.8011956985195974e-05,1.7004183711038002e-06
2013-06-10,-0.0,,-0.0009000000000000002,-0.0008999999999999995,-0.0,-0.0,-0.0027000000000000023,-0.0026999999999999824,-0.0027000000000000023,-0.004500000000000023,-0.004499999999999985,-0.0026999999999999824,-4.500101253033776e-05,4.4645967050709635e-05,-3.365989934486339e-06
2013-06-11,-0.0009000000000000002,,-0.0,-0.0,-0.0,-0.0018000000000000015,-0.0017999999999999915,0.0008999999999999808,0.0009000000000000007,0.0018000000000000015,0.0026999999999999824,0.0026999999999999824,1.7999838002017484e-05,4.515113658070727e-05,5.051695299976343e-07
2013-06-12,0.0009000000000000002,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0026999999999999824,-0.0026999999999999824,-0.004499999999999985,-0.003600000000000003,-0.003600000000000003,-4.500101253033776e-05,4.5561882712681696e-05,4.107461319744266e-07
2013-06-13,-0.0,,-0.0,-0.0,-0.0,0.0018000000000000015,0.0017999999999999915,0.003599999999999983,0.003599999999999983,0.005400000000000005,0.004499999999999985,0.003600000000000003,5.399854205248437e-05,4.742026144873652e-05,1.8583787360548215e-06
2013-06-14,-0.0,,-0.0,-0.0,0.0009000000000000007,0.0027000000000000023,0.005400000000000005,0.006300000000000006,0.006300000000000006,0.004499999999999985,0.003600000000000003,0.004500000000000023,4.499898753044673e-05,4.879529480583562e-05,1.3750333570991056e-06
2013-06-17,-0.0009000000000000002,,-0.0,-0.0,-0.0,0.0017999999999999967,-0.0,-0.0018000000000000015,-0.003600000000000003,-0.004499999999999985,-0.005399999999999965,-0.006300000000000025,-4.500101253033776e-05,4.7174654858238416e-05,-1.6206399475972077e-06
2013-06-18,0.0009000000000000002,,-0.0,-0.0,-0.0,-0.0,0.0009000000000000007,-0.0009000000000000007,-0.0009000000000000007,-0.0009000000000000208,0.0008999999999999808,0.0009000000000000208,-9.000040500279759e-06,4.714890022540015e-05,-2.5754632838267423e-08
2013-06-19,-0.0,,-0.0,-0.0,-0.0,-0.003599999999999998,-0.008999999999999998,-0.015299999999999994,-0.016199999999999992,-0.01169999999999999,-0.008099999999999987,-0.006300000000000025,-0.0001170068450339516,5.157973598872401e-05,4.43083576332386e-06
2013-06-20,0.0009000000000000002,,-0.0,-0.0008999999999999995,-0.0009000000000000007,-0.0018000000000000015,-0.003600000000000003,-0.006300000000000006,-0.007200000000000006,-0.007200000000000006,-0.008100000000000027,-0.007200000000000006,-7.20025921243837e-05,5.24363546692663e-05,8.566186805422895e-07
2013-06-21,0.0009,,-0.0,-0.0,0.0009000000000000007,-0.004499999999999999,-0.007199999999999996,-0.009899999999999989,-0.009899999999999989,-0.009899999999999989,-0.007199999999999966,-0.006299999999999985,-9.900490082341725e-05,5.215780579095113e-05,-2.78548878315167e-07
2013-06-24,0.0009000000000000001,,-0.0008999999999999995,-0.0018000000000000004,-0.0026999999999999997,-0.003599999999999998,-0.0027000000000000023,-0.005400000000000005,-0.006300000000000006,-0.004499999999999985,-0.0009000000000000208,-0.0,-4.500101253033776e-05,5.138327978287617e-05,-7.745260080749635e-07
2013-06-25,-0.0018,,-0.0,-0.0,-0.0009000000000000007,-0.0009000000000000007,-0.0009000000000000007,-0.0009000000000000007,-0.0008999999999999808,-0.0027000000000000223,-0.003600000000000003,-0.003600000000000003,-2.7000364506560378e-05,5.138327060753101e-05,-9.175345155691943e-12
2013-06-26,0.0009,,-0.0,-0.0,0.0009000000000000007,0.003599999999999998,0.004500000000000004,0.003600000000000003,0.004499999999999985,0.004500000000000023,0.003600000000000003,0.0018000000000000015,4.499898753044673e-05,5.222756573482287e-05,8.442951272918616e-07
2013-06-27,-0.0,,-0.0,-0.0,0.0009000000000000007,0.0027000000000000023,0.0026999999999999923,0.006300000000000006,0.006300000000000006,0.005399999999999965,0.004499999999999985,0.003600000000000003,5.399854205248437e-05,5.284420379484255e-05,6.16638060019678e-07
2013-06-28,-0.0,,0.0018,0.0008999999999999995,-0.0,-0.0,-0.0,-0.0027000000000000023,-0.004500000000000004,-0.0026999999999999824,-0.0,0.0018000000000000015,-2.7000364506560378e-05,5.2608609624745035e-05,-2.355941700975161e-07
2013-07-01,0.0009000000000000001,,-0.0,0.0009000000000000007,-0.0,0.0017999999999999967,0.0009000000000000007,0.0018000000000000015,0.0027000000000000023,0.0018000000000000015,0.0027000000000000223,0.003600000000000003,1.7999838002017484e-05,5.28313972299005e-05,2.2278760515546405e-07
2013-07-02,-0.0009000000000000001,,0.0009000000000000002,0.0008999999999999995,0.0008999999999999983,-0.0,0.0009000000000000007,0.0009000000000000007,0.0009000000000000007,0.0018000000000000015,0.0008999999999999808,0.0008999999999999808,1.7999838002017484e-05,4.8168647223903056e-05,-4.6627500059974426e-06
2013-07-03,-0.0009,,-0.0018000000000000004,-0.0,-0.0,-0.0017999999999999967,-0.0027000000000000023,-0.003600000000000003,-0.004500000000000004,-0.003600000000000003,-0.003600000000000003,-0.0018000000000000015,-3.600064801558842e-05,4.7983276926066196e-05,-1.8537029783686018e-07
