UST_amount,MBS_amount,Corporates_amount,Munis_amount,Agency_amount,ABS_amount,Total_amount,UST_percent_of_total,MBS_percent_of_total,Corporates_percent_of_total,Munis_percent_of_total,Agency_percent_of_total,ABS_percent_of_total,UST_year_over_year_change,MBS_year_over_year_change,Corporates_year_over_year_change,Munis_year_over_year_change,Agency_year_over_year_change,ABS_year_over_year_change,Total_year_over_year_change,UST_quarter_over_quarter_change,MBS_quarter_over_quarter_change,Corporates_quarter_over_quarter_change,Munis_quarter_over_quarter_change,Agency_quarter_over_quarter_change,ABS_quarter_over_quarter_change,Total_quarter_over_quarter_change,Year
1041.5476274,578.830370619,308.20081000000005,114.81940999999999,146.15683,100.368058,2289.923106019,0.4548395641156337,0.25277284162841984,0.1345900258353229,0.050141163997254025,0.06382608639383165,0.0438303180295379,,,,,,,,-0.0945444525429493,-0.25044812150988693,-0.42072413540532094,0.1040974418598164,-0.11858601147690306,0.06655215505352174,-0.18753908077913228,2Q22
919.0053941,463.716009765,303.26427,97.24483999999998,244.70841000000001,62.80353099999999,2090.742454865,0.43955934981926814,0.22179489811667993,0.14505099338960994,0.04651210854484662,0.11704378481939848,0.03003886531019682,,,,,,,,-0.1176539891948104,-0.19887408591034517,-0.016017284315378744,-0.1530627095192355,0.6742865181189275,-0.3742677476134888,-0.08698137095977543,3Q22
715.9730146999999,331.307320066,224.46105,75.42991,289.24787000000003,45.529843,1681.949007766,0.4256805714050572,0.19697821904009405,0.13345294593569984,0.044846728201461704,0.17197184258527856,0.027069692832408572,,,,,,,,-0.22092621077467522,-0.28553831851978007,-0.2598499981550745,-0.2243299490235161,0.1820103363018868,-0.2750432615006948,-0.1955254919838494,4Q22
986.2345223000001,273.76761433097397,454.7991999999999,80.07488,497.33932,68.626314988876,2360.84185161985,0.4177469666692467,0.11596186086888165,0.19264280650054874,0.03391793480154464,0.2106618533802929,0.02906857777948543,-0.1426301632126501,-0.6454867608759114,-0.14518654316006407,-0.23000414158867588,1.9992565772709,-0.27074862657233534,-0.16237722748833472,0.3774744327664954,-0.17367471906012666,1.026183161844783,0.061579948855831734,0.7194225838205823,0.5072820477082691,0.40363461717282956,1Q23
873.3038264,353.193321257364,391.7497900000001,103.00156000000001,319.805405,71.00306900447,2112.0569716618343,0.4134849760765954,0.16722717521178426,0.18548258652878988,0.04876836249306053,0.15141892917233518,0.033617970517434724,-0.16153250852290302,-0.389815498313159,0.2710861791700028,-0.10292554194451953,1.1880975729974437,-0.2925730514336543,-0.07767340915930732,-0.11450693860993033,0.29012090097102416,-0.13863131245613414,0.28631550868387223,-0.3569673819476007,0.03463327465534549,-0.1053797312968322,2Q23
733.2227221,366.917078296371,331.9708,98.26799,245.03049599999997,73.461201437917,1848.870287834288,0.39657877944421693,0.1984547432617173,0.1795533208491661,0.053150288934064815,0.13252984680013516,0.03973302071069965,-0.2021562367236599,-0.2087461494324605,0.09465846405183176,0.010521380877381414,0.001316203231429336,0.1696985865001286,-0.11568721267791438,-0.16040363051820472,0.03885621899686731,-0.1525948233437472,-0.04595629425418424,-0.2338137749735657,0.03462008710204123,-0.12461154569162136,3Q23
925.1941440999999,318.10530774271007,266.17965000000004,103.70290999999999,274.55787,57.367037931209005,1945.1069197739191,0.47565207582909413,0.16354129662943342,0.136845767856781,0.053314760718682463,0.14115309919925223,0.02949299976675668,0.29221929472812014,-0.03984823613513866,0.18586119952659952,0.3748247876737487,-0.05078689084210042,0.2599876070560798,0.1564601012235507,0.2618187028494978,-0.1330321575117146,-0.1981835450587821,0.055307124934579344,0.12050489421528998,-0.21908385912132644,0.052051586621774115,4Q23
992.3438328,310.354608517717,627.57888,100.23051,318.21396699999997,104.061505147689,2452.783303465406,0.40457868063516683,0.1265316051683953,0.2558639726197286,0.04086398902764451,0.1297358664136422,0.0424258861354226,0.006194581878712135,0.13364252114390274,0.3799032188271223,0.2517097746509267,-0.36016728578790036,0.5163498894637848,0.03894435020392062,0.07257902476817035,-0.024365199310858343,1.3577267458274886,-0.03348411341591084,0.15900508333634722,0.8139598783620849,0.2610017878865467,1Q24
,,,,,,,,,,,,,,,,,,,,,,,,,,,nan
259.00027140000003,92.221396877386,108.0475,34.00808,268.34616,28.071331998336007,789.6947402757221,0.32797517596428466,0.1167810701704647,0.13682185595192795,0.04306484298999645,0.33980998772551896,0.03554706719780721,,,,,,,,,,,,,,,2023-03-31 00:00:00
116.75441869999999,101.989243435621,92.42048000000001,33.37741,101.601965,22.812912723711,468.956429859332,0.24896645245917964,0.2174812774530326,0.19707690121174462,0.07117379755303041,0.21665544713925022,0.04864612418376256,,,,,,,,-0.5492112109809937,0.10591735637253419,-0.14463101876489493,-0.01854471055113971,-0.6213772352844549,-0.1873234684744105,-0.4061548014165629,2023-04-30 00:00:00
493.5489687,120.223126996537,181.48149,29.919420000000002,163.979475,26.049479515429006,1015.201960211966,0.48615840792599624,0.11842286727996011,0.178763927881018,0.029471396995483606,0.1615239936748767,0.025659406242665335,,,,,,,,3.2272401695405817,0.1787824180931965,0.9636501563289868,-0.10360270614166878,0.6139399961408227,0.1418743336686692,1.1648108343806816,2023-05-31 00:00:00
263.00043900000003,130.980950825206,117.84782000000001,39.704730000000005,54.223965,22.140676765329996,627.8985815905361,0.4188581511584101,0.20860208107719702,0.1876860745591725,0.06323430433530135,0.0863578396094553,0.03526154926046374,,,,,,,,-0.4671239214768518,0.08948214954497802,-0.35063449170491157,0.3270554709950928,-0.6693246822506292,-0.15005300769191343,-0.3815037734369269,2023-06-30 00:00:00
263.00030649999997,122.56112912459399,96.10059,28.00783,64.542045,17.038065257721,591.249965882315,0.44482084004440975,0.20729156227805873,0.16253800515081684,0.04737053973137108,0.10916202744077069,0.028817025354572846,,,,,,,,-5.038014406766322e-07,-0.06428279568567385,-0.18453654891537252,-0.29459714245632707,0.19028634294817803,-0.23046321310282414,-0.05836709427720976,2023-07-31 00:00:00
332.2221056000001,120.313653712604,79.89171,39.37419,97.637515,24.760999939455996,694.2001742520602,0.478568167975383,0.1733126239016454,0.11508454328188021,0.05671878438005614,0.14064749422628114,0.035668386234753977,,,,,,,,0.26320045030061645,-0.018337587357776686,-0.16866576989797866,0.4058279416863071,0.5127738050444479,0.4532753317302418,0.1741229840345342,2023-08-31 00:00:00
138.00031,124.04229545917299,155.9785,30.88597,82.85093599999999,31.66213624074,563.420147699913,0.24493321824462214,0.22015949547697042,0.2768422475425511,0.05481871765872737,0.1470500058228798,0.05619631525424928,,,,,,,,-0.5846143056893564,0.030991010841343813,0.9523740322994712,-0.215578276022948,-0.15144362287385138,0.2787099195572966,-0.18838950406927113,2023-09-30 00:00:00
450.0004742,115.83295946523901,97.34912,39.18481,125.75879,22.228903018235002,850.3550566834739,0.5291912721199973,0.13621717017478183,0.11448055636862765,0.04608052800065337,0.14788974206901315,0.026140731266926804,,,,,,,,2.260865676316234,-0.06618174843947466,-0.3758811631090182,0.26869287252432095,0.51789220582855,-0.29793419972614354,0.5092734261544145,2023-10-31 00:00:00
321.1933436,104.778949045861,135.98081000000002,36.91815,73.2327,25.204876785215006,697.308829431076,0.460618495053414,0.15026189920949173,0.19500801404012733,0.05294375811951352,0.10502190264785471,0.03614593092959872,,,,,,,,-0.28623776636900267,-0.09543061379429985,0.3968365610290059,-0.05784537426620162,-0.4176733093567456,0.13387857082010424,-0.17997920521494115,2023-11-30 00:00:00
154.00032629999998,97.49339923161001,32.84972,27.59995,75.56638000000001,9.933258127759,397.443033659369,0.38747773456255097,0.245301567708864,0.0826526501107428,0.06944378857487965,0.19013134864697273,0.024992910395989883,,,,,,,,-0.5205369931582854,-0.06953257195834395,-0.758423854071762,-0.2524015965047002,0.03186663881025842,-0.6058993577946877,-0.4300329826833873,2023-12-31 00:00:00
499.0010184,94.93500820869899,228.09911000000002,31.649760000000004,112.28967,37.210502190153996,1003.185068798853,0.49741671195073767,0.09463359370207518,0.22737490528353926,0.03154927339368729,0.1119331551998159,0.037092360470144733,,,,,,,,2.2402594876839563,-0.026241684494282436,5.943715501989059,0.14673251219658012,0.48597392120675864,2.7460520718944506,1.5240977544938903,2024-01-31 00:00:00
360.3427552,105.47515224270799,228.95016,32.17588,138.77436000000003,27.190206622372003,892.90851406508,0.40356066665720725,0.11812537407949993,0.2564094264905989,0.036034912304190266,0.15541834108873265,0.030451279379771077,,,,,,,,-0.27787170383859083,0.11102483933891105,0.0037310535757899554,0.01662319082356367,0.23586043132907974,-0.2692867598662345,-0.10992643148667547,2024-02-29 00:00:00
133.0000592,109.94444806631,170.52961000000002,36.40487,67.149937,39.660796335163,556.689720601473,0.238912367658416,0.1974968173429195,0.3063279304237054,0.0653952617638898,0.12062363380349135,0.07124398900757797,-0.48648679601345,0.19217938340803808,0.578283717809297,0.07047707485985688,-0.7497637491812814,0.41285765625635373,-0.2950570743232952,-0.630906803922889,0.042372973430915284,-0.25516710711187096,0.13143354587349299,-0.5161214434712581,0.4586426975707585,-0.37654338397214737,2024-03-31 00:00:00
